"CAGDP9 Real GDP by county and metropolitan area 1/"
"Real GDP: All industry total (Thousands of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"County"
"GeoFips","GeoName","2016","2017","2018","2019","2020"
"13095","Dougherty, GA",4030797,3983044,3985846,4053082,3924765
"13097","Douglas, GA",3851531,4007390,4152162,4299267,4118159
"13099","Early, GA",471599,447554,437427,434379,462425
"13101","Echols, GA",48340,50558,37242,39643,40620
"13103","Effingham, GA",1664472,1719764,1759227,1737909,1904352
"13105","Elbert, GA",596191,577096,577992,567768,574295
"13107","Emanuel, GA",585847,636768,582886,616873,607102
"13109","Evans, GA",354011,354509,356208,342318,326637
"13111","Fannin, GA",613011,640151,672790,686539,647971
"13113","Fayette, GA",4392608,4450291,4665254,4840047,4690393
"13115","Floyd, GA",3879744,3760011,3720155,3676108,3488556
"13117","Forsyth, GA",9098230,9155547,9116770,9491142,9300037
"13119","Franklin, GA",843212,884049,914117,858799,773326
"13121","Fulton, GA",142506420,150557257,158070326,168439892,161378980
"13123","Gilmer, GA",795051,835315,856032,832482,784987
"13125","Glascock, GA",33221,31381,28950,30275,29249
"13127","Glynn, GA",3440423,3531868,3618902,3559558,3398503
"13129","Gordon, GA",1904896,2105470,2090919,2165968,2079131
"13131","Grady, GA",514821,574507,582630,585465,575820
"13133","Greene, GA",607640,633018,681720,684403,650595
"13135","Gwinnett, GA",42952183,43777498,44581618,45850475,44429717
"13137","Habersham, GA",1326276,1341758,1393852,1381218,1322340
"13139","Hall, GA",8658311,9351889,9773913,10114487,9941138
"13141","Hancock, GA",149260,144568,143603,144556,142844
"13143","Haralson, GA",701117,725837,740496,746267,730944
"13145","Harris, GA",443203,474706,489151,492674,467952
"13147","Hart, GA",718209,769585,846654,823944,751310
"13149","Heard, GA",1215786,1259030,1074705,1142905,1127251
"13151","Henry, GA",5380150,5535416,5803664,6229082,6087470
"13153","Houston, GA",5886820,6078191,6169178,6383219,6280378
"13155","Irwin, GA",155042,168307,173238,184395,191233
"13157","Jackson, GA",2557329,2743801,2863701,2927747,2990715
"13159","Jasper, GA",243986,256052,246357,260282,258766
"13161","Jeff Davis, GA",322603,342707,345778,380305,373385
"13163","Jefferson, GA",488250,498481,462423,503011,488853
"13165","Jenkins, GA",159719,141112,132252,148758,150813
"13167","Johnson, GA",118773,112683,114915,113589,107387
"13169","Jones, GA",418769,417058,381758,410910,399190
"13171","Lamar, GA",372134,374744,363526,377920,391488
"13173","Lanier, GA",115894,115791,111375,113123,113603
"13175","Laurens, GA",1508488,1559140,1586728,1589735,1559013
"13177","Lee, GA",575716,605862,599415,653586,671208
"13179","Liberty, GA",3237082,3248976,3280329,3320174,3276351
"13181","Lincoln, GA",119322,115642,112323,114721,113359
"13183","Long, GA",169551,162043,163315,159866,155138
"13185","Lowndes, GA",4289664,4364739,4453864,4566913,4470317
"13187","Lumpkin, GA",666629,720320,719046,780950,775062
"13189","McDuffie, GA",560016,564685,558823,596053,611029
"13191","McIntosh, GA",220991,235520,234343,229273,216947
"13193","Macon, GA",440635,460231,425572,400970,358204
"13195","Madison, GA",484180,509847,537558,496115,474342
"13197","Marion, GA",102831,105327,104956,101177,96630
"13199","Meriwether, GA",489005,553267,540014,529702,519883
"13201","Miller, GA",171671,163463,176408,184504,195949
"13205","Mitchell, GA",736832,706983,679682,715053,742907
"13207","Monroe, GA",1627885,1523380,1567907,1446063,1102190
"13209","Montgomery, GA",144046,147312,142414,145873,142417
"13211","Morgan, GA",657050,691322,727667,810863,784291
"13213","Murray, GA",1244443,1217820,1142798,1156410,1167629
"13215","Muscogee, GA",9153479,9283140,9300859,9493232,9360230
"13217","Newton, GA",2458216,2548160,2647301,2738094,2677863
"13219","Oconee, GA",1148581,1196281,1279124,1468909,1407127
"13221","Oglethorpe, GA",317567,327555,342760,304455,272941
"13223","Paulding, GA",2378468,2490476,2615108,2786800,2818150
"13225","Peach, GA",797528,790354,794396,828988,825687
"13227","Pickens, GA",886766,918855,933273,935180,884161
"13229","Pierce, GA",366831,376093,362651,369452,378570
"13231","Pike, GA",276198,289374,278465,308537,310544
"13233","Polk, GA",1072796,1078852,1078616,1134358,1037230
"13235","Pulaski, GA",280217,282643,280810,275877,264518
"13237","Putnam, GA",466269,475511,470259,501792,494219
"13239","Quitman, GA",43182,37051,37776,34348,33921
"13241","Rabun, GA",466894,482491,471876,513912,514736
"13243","Randolph, GA",165498,157739,156885,160868,162397
"13245","Richmond, GA",10994718,10984419,10981769,11020630,10721090
"13247","Rockdale, GA",3374652,3449966,3511568,3501839,3513706
"13249","Schley, GA",94502,97659,103443,103602,100456
"13251","Screven, GA",297153,298041,293027,286099,273259
"13253","Seminole, GA",250811,255971,256105,273878,264287
"13255","Spalding, GA",1808534,1848686,1845440,1892917,1846823
"13257","Stephens, GA",813999,827273,834604,846678,830995
"13259","Stewart, GA",96691,105371,112974,123197,122188
"13261","Sumter, GA",956583,976433,958932,975824,950445
"13263","Talbot, GA",129724,115677,128810,121887,95452
"13265","Taliaferro, GA",30657,28460,28761,30791,26602
"13267","Tattnall, GA",625071,637133,646532,571927,567829
"13269","Taylor, GA",190249,193321,189634,196947,184546
"13271","Telfair, GA",322649,300112,288628,262524,246532
"13273","Terrell, GA",218402,212161,191802,198468,195020
"13275","Thomas, GA",1885160,1881321,1912359,1931847,1864574
"13277","Tift, GA",1636710,1631260,1677764,1727482,1736477
"13279","Toombs, GA",875112,871203,866246,855369,865736
"13281","Towns, GA",313379,320840,319053,341877,321399
"13283","Treutlen, GA",99531,96755,91640,91749,93802
"13285","Troup, GA",3108208,3153677,3147398,3268726,3148141
"13287","Turner, GA",192986,190296,178864,199373,193233
"13289","Twiggs, GA",224496,233895,251226,253458,247873
"13291","Union, GA",681015,681844,680187,699329,724744
"13293","Upson, GA",610920,613872,615655,640543,621029
"13295","Walker, GA",1285762,1356260,1341872,1319659,1294813
"13297","Walton, GA",2166870,2250011,2271977,2399415,2368026
"13299","Ware, GA",1258983,1303474,1297874,1276616,1217441
"13301","Warren, GA",126015,125961,139004,145322,141782
"13303","Washington, GA",551901,555386,543234,559579,537637
"13305","Wayne, GA",686856,758068,767733,910312,951650
"13307","Webster, GA",50365,51453,46445,52402,52351
"13309","Wheeler, GA",111272,95080,95297,92679,94003
"13311","White, GA",724838,772850,760753,806939,775210
"13313","Whitfield, GA",5233972,5271919,5270687,5309240,5122435
"13315","Wilcox, GA",139958,149724,141284,145360,140313
"13317","Wilkes, GA",323868,333697,342507,306113,269409
"13319","Wilkinson, GA",457726,510066,512090,562317,504743
"13321","Worth, GA",313912,314099,318222,332702,316674
"15001","Hawaii, HI",7254498,7675148,7735127,7816495,7175967
"15003","Honolulu, HI",58095975,59156102,59281819,58428763,53044743
"15007","Kauai, HI",3431089,3457576,3690943,3711519,3083667
"15901","Maui + Kalawao, HI*",8518874,8650449,9138090,9207556,7325327
"16001","Ada, ID",22405688,23216725,25050639,25857055,25889086
"16003","Adams, ID",115192,112636,109576,110181,114947
"16005","Bannock, ID",2524411,2561371,2558727,2600103,2566967
"16007","Bear Lake, ID",162492,166515,163973,169728,171133
"16009","Benewah, ID",291468,289383,292987,303634,306338
"16011","Bingham, ID",1140656,1114579,1193044,1295594,1346722
"16013","Blaine, ID",1240095,1307163,1365173,1380089,1336865
"16015","Boise, ID",134250,156498,200154,198825,157762
"16017","Bonner, ID",1271776,1280992,1356634,1410850,1420536
"16019","Bonneville, ID",4470211,4716387,5044105,5635262,5458211
"16021","Boundary, ID",308489,318774,322360,344005,344255
"16023","Butte, ID",971733,1025575,1021505,1123308,1170733
"16025","Camas, ID",64707,61521,67753,72255,71162
"16027","Canyon, ID",4831590,5112571,5573132,5912054,5997943
"16029","Caribou, ID",623707,546581,566396,612982,637362
"16031","Cassia, ID",1570928,1484541,1617211,1569602,1496343
"16033","Clark, ID",50060,55177,48831,46172,47315
"16035","Clearwater, ID",332114,305271,299873,303451,312915
"16037","Custer, ID",205385,175623,185251,180857,186369
"16039","Elmore, ID",1187346,1184110,1236707,1228782,1207991
"16041","Franklin, ID",330084,330797,342105,352706,367787
"16043","Fremont (includes Yellowstone Park), ID",313757,299698,338804,356712,365716
"16045","Gem, ID",321552,353097,347547,365553,368635
"16047","Gooding, ID",1138975,1216628,1257113,1351518,1305688
"16049","Idaho, ID",393882,393435,392691,403388,421548
"16051","Jefferson, ID",639124,647799,732713,811428,838403
"16053","Jerome, ID",1195497,1166076,1226559,1274950,1243797
"16055","Kootenai, ID",5293700,5452635,5763071,5844703,5752227
"16057","Latah, ID",1131879,1164696,1205852,1237817,1197861
"16059","Lemhi, ID",213002,221874,236454,240073,237544
"16061","Lewis, ID",127319,135735,141541,144513,147045
"16063","Lincoln, ID",263938,290045,299074,296091,280202
"16065","Madison, ID",1005875,1018268,1115842,1169812,1173500
"16067","Minidoka, ID",709582,662460,742340,814936,854236
"16069","Nez Perce, ID",1904579,1854301,1826869,1914836,1895060
"16071","Oneida, ID",143585,128567,131894,121339,126896
"16073","Owyhee, ID",438911,412359,440674,441082,430686
"16075","Payette, ID",755797,737718,726035,774387,772277
"16077","Power, ID",313079,334762,373144,389593,430205
"16079","Shoshone, ID",709893,495367,501587,467959,531222
"16081","Teton, ID",268326,279537,301299,317764,323660
"16083","Twin Falls, ID",3167586,3312516,3460717,3497144,3382755
"16085","Valley, ID",411221,424440,439037,455056,438411
"16087","Washington, ID",401530,409961,402383,435691,436939
"17001","Adams, IL",3366416,3135910,3219069,3173733,3004617
"17003","Alexander, IL",150671,151111,147891,156449,147920
"17005","Bond, IL",490271,500923,517962,510704,505790
"17007","Boone, IL",1624487,1567478,1783259,1759786,1608551
"17009","Brown, IL",401086,422319,443099,457117,455980
"17011","Bureau, IL",1158198,1203867,1181267,1201571,1139625
"17013","Calhoun, IL",79848,90200,89171,81792,81427
"17015","Carroll, IL",641864,553035,551249,519904,563373
"17017","Cass, IL",563619,584011,583868,589132,593363
"17019","Champaign, IL",10143000,10135840,9995943,9993932,9763130
"17021","Christian, IL",1445674,1523876,1479576,1413720,1265823
"17023","Clark, IL",510521,527166,554666,537641,525463
"17025","Clay, IL",512855,526895,540709,507609,526389
"17027","Clinton, IL",1027474,999175,973852,974741,954844
"17029","Coles, IL",2140841,2227308,2240677,2250246,2159678
"17031","Cook, IL",350611919,353801813,363507016,367998188,344457109
"17033","Crawford, IL",1751547,2151895,2176103,1875534,1822658
"17035","Cumberland, IL",752013,962765,1130899,1214288,924839
"17037","DeKalb, IL",3695862,3688459,3782568,3780287,3802486
"17039","De Witt, IL",1165814,1094477,1104344,1097382,1187292
"17041","Douglas, IL",1058904,1023955,1035207,1010730,986847
"17043","DuPage, IL",81751562,83841990,85827639,87021506,81986150
"17045","Edgar, IL",697378,759380,751593,705742,728315
"17047","Edwards, IL",245894,280106,270609,267348,255189
"17049","Effingham, IL",1806889,1902071,1948060,1929701,1888634
"17051","Fayette, IL",500312,533581,530673,511057,497287
"17053","Ford, IL",617010,581718,600038,615307,663646
"17055","Franklin, IL",1024302,1034331,1061254,993704,876961
"17057","Fulton, IL",849007,854009,865406,883966,773353
"17059","Gallatin, IL",213673,208672,210153,203296,187066
"17061","Greene, IL",301180,294211,295290,270315,284648
"17063","Grundy, IL",3414027,3569733,3712643,3996036,4059818
"17065","Hamilton, IL",275959,392665,356156,343291,291875
"17067","Hancock, IL",524623,538605,530754,495948,515392
"17069","Hardin, IL",77877,78733,73724,72688,70567
"17071","Henderson, IL",170474,169167,165531,152289,167726
"17073","Henry, IL",1357873,1340740,1335418,1335040,1382530
"17075","Iroquois, IL",1204358,1065782,1036107,999833,1051553
"17077","Jackson, IL",2303342,2248751,2363266,2300270,2164357
"17079","Jasper, IL",502199,488066,459389,442331,443648
"17081","Jefferson, IL",1707609,1795705,1826578,1781409,1657999
"17083","Jersey, IL",465580,467011,479396,466026,463177
"17085","Jo Daviess, IL",789380,752904,745544,717289,711418
"17087","Johnson, IL",202843,201367,205038,210746,213340
"17089","Kane, IL",23198631,24151876,25164168,25126179,23946745
"17091","Kankakee, IL",4966510,5432958,5624797,5772125,5658125
"17093","Kendall, IL",3117365,3241171,3310768,3386440,3375378
"17095","Knox, IL",1709636,1643344,1639568,1584871,1583351
"17097","Lake, IL",55310673,55318009,56587527,56544892,54706679
"17099","LaSalle, IL",5322888,5347355,5263425,5058373,5225406
"17101","Lawrence, IL",521960,521480,545864,519182,537410
"17103","Lee, IL",1376498,1433989,1461417,1451305,1464440
"17105","Livingston, IL",1722556,1683287,1763482,1815669,1786360
"17107","Logan, IL",973377,938916,953494,928849,948474
"17109","McDonough, IL",1127113,1086669,1077363,1015307,985645
"17111","McHenry, IL",10783186,10965496,10860083,10654496,10170115
"17113","McLean, IL",13220672,13138760,13576409,13541117,12822459
"17115","Macon, IL",6873997,6161686,6071453,5890375,5589315
"17117","Macoupin, IL",1114192,1123377,1140843,1064871,1054833
"17119","Madison, IL",13607733,12181624,12874435,13347988,12986578
"17121","Marion, IL",1177604,1226948,1255239,1217049,1152914
"17123","Marshall, IL",390710,351628,358271,345119,365992
"17125","Mason, IL",507202,515810,505850,440975,373756
"17127","Massac, IL",589704,547010,563832,558765,542130
"17129","Menard, IL",217175,217891,224898,212330,223795
"17131","Mercer, IL",391290,391238,394021,368381,388188
"17133","Monroe, IL",861474,864854,861581,852837,818856
"17135","Montgomery, IL",1117343,1204467,1196421,1003779,907371
"17137","Morgan, IL",1355304,1392734,1450520,1463026,1444379
"17139","Moultrie, IL",574401,660849,757929,817022,816150
"17141","Ogle, IL",2635228,2528865,2457771,2496743,2619663
"17143","Peoria, IL",10911100,11419973,12263083,11859571,11181923
"17145","Perry, IL",564698,565480,578484,589849,579709
"17147","Piatt, IL",493269,471374,503203,481990,499961
"17149","Pike, IL",523180,496626,503468,507701,508290
"17151","Pope, IL",56331,60049,57896,55449,55919
"17153","Pulaski, IL",236205,210206,189564,179834,149905
"17155","Putnam, IL",311853,319178,370794,376052,315308
"17157","Randolph, IL",1505187,1424631,1380649,1376896,1254990
"17159","Richland, IL",549841,576012,578710,558037,544301
"17161","Rock Island, IL",9222247,9253888,9274171,9252035,9105484
"17163","St. Clair, IL",10458987,10764103,10950812,10804069,10421418
"17165","Saline, IL",815435,840236,793918,798817,769519
"17167","Sangamon, IL",10097283,10076814,10412444,10409498,9734977
"17169","Schuyler, IL",268447,237707,236804,232921,232053
"17171","Scott, IL",150785,143507,153849,138981,144811
"17173","Shelby, IL",686365,695309,740437,725743,784017
"17175","Stark, IL",196840,197426,199628,181671,209655
"17177","Stephenson, IL",1812446,1727785,1648835,1699902,1697006
"17179","Tazewell, IL",7390753,5993560,5686043,5289296,4818375
"17181","Union, IL",395753,369211,378393,380277,377182
"17183","Vermilion, IL",2976307,3019062,3007613,2999161,2920343
"17185","Wabash, IL",330074,318783,332161,331114,359775
"17187","Warren, IL",729668,751131,776438,733817,738545
"17189","Washington, IL",779703,825747,917957,972249,1038680
"17191","Wayne, IL",392212,410674,412672,413880,401315
"17193","White, IL",523215,534577,531142,535300,485263
"17195","Whiteside, IL",1964562,1959959,1988176,1967938,1920402
"17197","Will, IL",29563498,30659654,31630015,31637683,30663731
"17199","Williamson, IL",2610947,2693221,2723494,2745064,2587496
"17201","Winnebago, IL",12422081,12689835,12914900,12778592,11654778
"17203","Woodford, IL",1083038,1067386,1061534,1038559,1067716
"18001","Adams, IN",1492335,1622756,1656006,1710147,1685437
"18003","Allen, IN",18474751,19042035,19792310,19748219,18927630
"18005","Bartholomew, IN",5651578,5646810,6089152,6040912,5579423
"18007","Benton, IN",433180,406447,398175,446228,485458
"18009","Blackford, IN",284139,295650,319468,309054,304505
"18011","Boone, IN",2802186,2929577,3086527,3261336,3495341
"18013","Brown, IN",253184,255266,267760,260048,245676
"18015","Carroll, IN",552366,602960,640762,645402,669333
"18017","Cass, IN",1243819,1256288,1263209,1269636,1271475
"18019","Clark, IN",4677095,4786809,4869101,4864182,4842045
"18021","Clay, IN",675545,714855,707541,686740,695762
"18023","Clinton, IN",1345718,1404772,1410901,1379734,1378135
"18025","Crawford, IN",176722,175052,176096,162618,167668
"18027","Daviess, IN",1126863,1187733,1259143,1237815,1260138
"18029","Dearborn, IN",1575907,1615145,1602708,1655602,1716007
"18031","Decatur, IN",1257163,1418061,1518790,1544584,1551376
"18033","DeKalb, IN",2400739,2372507,2427369,2460484,2395180
"18035","Delaware, IN",3551577,3631242,3662091,3687822,3633087
"18037","Dubois, IN",2532156,2588926,2687958,2614096,2532051
"18039","Elkhart, IN",13340987,14831445,14876298,14330603,14261050
"18041","Fayette, IN",525761,527395,534486,515967,513976
"18043","Floyd, IN",2614352,2643019,2732009,2748242,2658311
"18045","Fountain, IN",455911,428786,447886,433885,466461
"18047","Franklin, IN",503174,529651,532204,500001,520967
"18049","Fulton, IN",591403,615863,645367,634208,640187
"18051","Gibson, IN",3129566,3491718,3305056,3086643,3100741
"18053","Grant, IN",2885733,2132047,2201678,2162077,2093862
"18055","Greene, IN",607662,599650,612829,597792,576789
"18057","Hamilton, IN",16684918,17179247,17940823,18564640,18110560
"18059","Hancock, IN",2262955,2509288,2660482,2871490,2867248
"18061","Harrison, IN",936387,999990,1043074,1038739,1033147
"18063","Hendricks, IN",5659286,5915056,6229122,6290556,6550833
"18065","Henry, IN",1062646,1158383,1237444,1237242,1253171
"18067","Howard, IN",3875923,3781318,3866590,3846806,3685452
"18069","Huntington, IN",1329671,1351920,1360897,1355548,1330672
"18071","Jackson, IN",2094097,2122902,2171115,2239168,2254476
"18073","Jasper, IN",1381860,1433332,1466707,1450472,1343705
"18075","Jay, IN",865136,942641,992433,892661,879459
"18077","Jefferson, IN",1317082,1352245,1382521,1425459,1405204
"18079","Jennings, IN",638835,659313,692167,706525,716252
"18081","Johnson, IN",4572372,4667778,4997940,5094305,5101454
